         173281 function calls (164229 primitive calls) in 27.336 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\dml.py:181(_get_crud_kv_pairs)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\util\topological.py:58(sort)
        1    0.000    0.000    0.000    0.000 <string>:1(select_from)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\query.py:323(_entity_from_pre_ent_zero)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\session.py:566(is_executemany)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\base.py:1075(result_processor)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\pysqlite.py:643(is_disconnect)
        5    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\ext.py:107(filter_stream)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedWriter' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\threading.py:1122(name)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\greenio\base.py:420(gettimeout)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\support\greendns.py:128(is_ip_addr)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\__init__.py:810(lookup)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\pathlib.py:598(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\_adapters.py:35(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\utils.py:152(lookup)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\lexer.py:249(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\pathlib.py:629(__fspath__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2578(close)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\pool\base.py:1143(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\encodings\unicode_escape.py:13(Codec)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:362(__subclasshook__)
       10    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\contextlib.py:423(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\_collections.py:23(freeze)
      2/0    0.000    0.000    0.000          C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\wrappers\response.py:31(_iter_encoded)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\sansio\response.py:144(status_code)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\environment.py:938(join_path)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2730(_do_rollback)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\cursor.py:1974(rowcount)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\bulk_persistence.py:502(_setup_orm_returning)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\cron\__init__.py:199(__getstate__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\pathlib.py:843(joinpath)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\zipfile.py:663(_check_compression)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\colorama\ansitowin32.py:22(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:267(visit_Block)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\cursor.py:2149(close)
        4    0.000    0.000    0.000    0.000 {method 'isocalendar' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:873(_from_iterable)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_winconsole.py:150(writable)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\click\_winconsole.py:182(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:422(start_write)
        4    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\idtracking.py:314(visit_Block)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2727(_do_close)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\pool\base.py:1182(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\compiler.py:5856(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\compiler.py:5991(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\coercions.py:1324(_post_coercion)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\ddl.py:805(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\sqltypes.py:240(bind_processor)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\schedulers\base.py:792(_lookup_jobstore)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\pysqlite.py:528(_get_server_version_info)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\encodings\utf_16_le.py:22(IncrementalDecoder)
        2    0.000    0.000    0.000    0.000 c:\Users\Utilisateur\PycharmProjects\GestionFile\templates\admin\announce.html:17(block_title)
        7    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\datastructures\etag.py:28(is_weak)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\routing\matcher.py:140(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:550(invalidated)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\event\attr.py:383(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\pool\base.py:1445(is_valid)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\schema.py:4425(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\sqltypes.py:743(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2737(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\bulk_persistence.py:569(_return_orm_returning)
        1    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\session.py:1010(_iterate_self_and_parents)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:283(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\importlib\metadata\__init__.py:912(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1819(close)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\email\message.py:181(is_multipart)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\datastructures\etag.py:32(is_strong)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\routing\converters.py:40(to_python)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:544(closed)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:2637(_get_subject)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:422(loaded_dbapi)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2663(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\encodings\utf_16_le.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\encodings\utf_16_le.py:18(IncrementalEncoder)
        3    0.000    0.000    0.000    0.000 {built-in method _operator.is_}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'isdigit' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\email\message.py:382(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:714(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:235(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\visitors.py:700(visitor_iterator)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:2607(_instance)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\selectable.py:3760(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:1784(rowcount)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\apscheduler\triggers\base.py:23(_apply_jitter)
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\inspect.py:191(isclass)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\typing.py:1216(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:429(end_write)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\cursor.py:1718(returned_defaults_rows)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\dialects\sqlite\base.py:2155(_get_default_schema_name)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\encodings\unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\inspect.py:2962(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\crud.py:252(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:4509(_non_anon_label)
